package,class,method,descriptor,nesting,lines_covered,lines_total,coverage_pct,branches_covered,branches_missed,first_line
com.adobe.aem.commons.assetshare.content.renditions.download.impl,com.adobe.aem.commons.assetshare.content.renditions.download.impl.AssetRenditionsZipperImpl,generateUniqueZipEntry,(Ljava/lang/String;Ljava/util/Set;)Ljava/lang/String;,top-level,4,5,80.0,1,1,198
com.adobe.aem.commons.assetshare.content.renditions.download.impl,com.adobe.aem.commons.assetshare.content.renditions.download.impl.AssetRenditionsZipperImpl,addFolderAsZipEntry,(Ljava/lang/String;Ljava/util/zip/ZipOutputStream;)V,top-level,3,3,100.0,0,0,211
com.adobe.aem.commons.assetshare.content.renditions.download.impl,com.adobe.aem.commons.assetshare.content.renditions.download.impl.AssetRenditionsZipperImpl,addAssetRenditionAsZipEntry,(Ljava/lang/String;Ljava/lang/String;Ljava/util/zip/ZipOutputStream;Ljava/io/ByteArrayOutputStream;)V,top-level,8,8,100.0,1,1,219
com.adobe.aem.commons.assetshare.content.renditions.download.impl,com.adobe.aem.commons.assetshare.content.renditions.download.impl.AssetRenditionsZipperImpl,activate,(Lcom/adobe/aem/commons/assetshare/content/renditions/download/impl/AssetRenditionsZipperImpl$Cfg;)V,top-level,2,2,100.0,0,0,242
com.adobe.aem.commons.assetshare.content.renditions.download.impl,com.adobe.aem.commons.assetshare.content.renditions.download.impl.AssetRenditionsZipperImpl,<clinit>,()V,top-level,1,1,100.0,0,0,51
com.adobe.aem.commons.assetshare.content.renditions.impl,com.adobe.aem.commons.assetshare.content.renditions.impl.AssetRenditionDispatchersImpl,<init>,()V,top-level,2,2,100.0,0,0,49
com.adobe.aem.commons.assetshare.content.renditions.impl,com.adobe.aem.commons.assetshare.content.renditions.impl.AssetRenditionDispatchersImpl,bindAssetRenditionDispatcher,(Lcom/adobe/aem/commons/assetshare/content/renditions/AssetRenditionDispatcher;Ljava/util/Map;)V,top-level,3,3,100.0,0,0,55
com.adobe.aem.commons.assetshare.content.renditions.impl,com.adobe.aem.commons.assetshare.content.renditions.impl.AssetRenditionDispatchersImpl,getAssetRenditionDispatchers,()Ljava/util/List;,top-level,2,3,66.7,2,2,66
com.adobe.aem.commons.assetshare.content.renditions.impl,com.adobe.aem.commons.assetshare.content.renditions.impl.AssetRenditionDispatchersImpl,<clinit>,()V,top-level,1,1,100.0,0,0,50
com.adobe.aem.commons.assetshare.content.renditions.impl,com.adobe.aem.commons.assetshare.content.renditions.impl.AssetRenditionsImpl,<init>,()V,top-level,1,1,100.0,0,0,41
